949	23646
950	21220
951	21209
952	12422
953	19982
954	19977
955	22235
956	21407
957	22240
958	24149
959	31471
960	25539
961	22865
962	34909
963	31361
964	20284
965	32681
966	33879
967	28024
968	36879
969	25918
970	36008
971	26222
972	20740
973	36335
974	20341
975	26063
976	36215
977	28966
978	36275
979	24565
980	36947
981	28288
982	24425
983	36605
984	32340
985	25454
986	29238
987	27597
988	25955
989	36938
990	32862
991	38761
992	37326
993	20882
994	38522
995	34394
996	20605
997	31048
998	25201
999	8216
1000	8217
1001	20941
1002	35013
1003	25233
1004	39364
1005	38597
1006	36983
1007	12405
1008	26263
1009	20874
1010	26893
1011	30528
1012	21644
1013	33865
1014	21109
1015	36896
1016	38525
1017	38642
1018	22826
1019	28023
1020	24213
1021	37304
1022	26564
1023	27738
1024	26420
1025	28436
1026	24115
1027	8203
1028	38745
1029	12532
1030	22899
1031	35946
1032	33775
1033	23130
1034	20132
1035	25240
1036	34935
1037	24930
1038	24215
1039	26448
1040	31069
1041	26495
1042	31821
1043	38272
1044	36794
1045	27663
1046	25165
1047	31311
1048	29645
1049	20856
1050	29483
1051	23460
1052	12478
1053	24466
1054	24046
1055	30435
1056	26522
1057	30410
1058	33495
1059	23544
1060	38971
1061	30007
1062	21914
1063	35488
1064	90
1065	22985
1066	22969
1067	39015
1068	27507
1069	34903
1070	31859
1071	20870
1072	34109
1073	21040
1074	35386
1075	20405
1076	25312
1077	35442
1078	35698
1079	33510
1080	12520
1081	28779
1082	26143
1083	26619
1084	38520
1085	23665
1086	36062
1087	25774
1088	25480
1089	28845
1090	37240
1091	39154
1092	12492
1093	31085
1094	24109
1095	25369
1096	35527
1097	25105
1098	22533
1099	29282
1100	36870
1101	21561
1102	65288
1103	65289
1104	30465
1105	30053
1106	20855
1107	21427
1108	21475
1109	24231
1110	26045
1111	27665
1112	20806
1113	29699
1114	26689
1115	32180
1116	30010
1117	39592
1118	9656
1119	65281
1120	26172
1121	20467
1122	24535
1123	20693
1124	29356
1125	39164
1126	38632
1127	28641
1128	26666
1129	36002
1130	29486
1131	19969
1132	23527
1133	21344
1134	36317
1135	38626
1136	65285
1137	22730
1138	32016
1139	30000
1140	25429
1141	38543
1142	26801
1143	27839
1144	36848
1145	30636
1146	36554
1147	26071
1148	38556
1149	30637
1150	20055
1151	21488
1152	39208
1153	37444
1154	21629
1155	31036
1156	12401
1157	38634
1158	28784
1159	24910
1160	28145
1161	35582
1162	24687
1163	25514
1164	20419
1165	26012
1166	31243
1167	36864
1168	21361
1169	26333
1170	35480
1171	23566
1172	38996
1173	24314
1174	33073
1175	65295
1176	25688
1177	20241
1178	35477
1179	8211
1180	36208
1181	12412
1182	26381
1183	32368
1184	22805
1185	28988
1186	29421
1187	28459
1188	22830
1189	24237
1190	23429
1191	24067
1192	26132
1193	22952
1194	24259
1195	28151
1196	20887
1197	27515
1198	31526
1199	22311
1200	24037
1201	27700
1202	22402
1203	34701
1204	20280
1205	31561
1206	25171
1207	20698
1208	26449
1209	24220
1210	30476
1211	31292
1212	25448
1213	20116
1214	22934
1215	22120
1216	27915
1217	35576
1218	12453
1219	21335
1220	26997
1221	26157
1222	21271
1223	24950
1224	22732
1225	35199
1226	39318
1227	23621
1228	34880
1229	32257
1230	20804
1231	24351
1232	20598
1233	24651
1234	29255
1235	24459
1236	35223
1237	96
1238	32937
1239	26332
1240	26408
1241	36557
1242	39376
1243	37030
1244	34886
1245	29579
1246	25919
1247	26397
1248	38867
1249	32854
1250	28286
1251	25588
1252	39321
1253	28207
1254	20140
1255	23529
1256	32013
1257	32321
1258	24537
1259	36935
1260	30683
1261	30462
1262	38548
1263	37749
1264	32102
1265	33655
1266	12306
1267	65357
1268	36974
1269	20498
1270	12304
1271	12305
1272	27966
1273	65306
1274	38563
1275	28169
