0	0
1	35079
2	25968
3	12398
4	12469
5	12452
6	12488
7	12392
8	12503
9	12521
10	12464
11	12531
12	12434
13	49
14	12363
15	25152
16	12391
17	60
18	115
19	116
20	114
21	111
22	110
23	103
24	62
25	31649
26	29702
27	47
28	12375
29	12414
30	12377
31	12290
32	36861
33	21152
34	12501
35	12451
36	12483
37	12463
38	12475
39	12461
40	12517
41	12522
42	12486
43	27231
44	33021
45	26377
46	21177
47	21270
48	32
49	74
50	101
51	112
52	97
53	99
54	107
55	12395
56	12388
57	12356
58	12390
59	35443
60	12367
61	35501
62	12416
63	20998
64	26512
65	12427
66	12383
67	12417
68	32113
69	35336
70	24773
71	22577
72	12514
73	12491
74	12479
75	12540
76	32207
77	24403
78	12426
79	25915
80	25731
81	12425
82	20445
83	35703
84	12373
85	51
86	34920
87	31034
88	46
89	30011
90	20687
91	12420
92	20889
93	30495
94	12473
95	12500
96	12489
97	19978
98	12370
99	12450
100	12459
101	12454
102	20999
103	26367
104	12360
105	12371
106	12428
107	12424
108	12289
109	20197
110	19979
111	12364
112	34892
113	21069
114	12496
115	12472
116	12519
117	20351
118	29992
119	36899
120	25658
121	12399
122	26368
123	26032
124	26356
125	12384
126	20170
127	12368
128	12435
129	12385
130	33
131	87
132	100
133	80
134	109
135	12358
136	37
137	12394
138	58
139	25509
140	32154
141	20385
142	26684
143	36817
144	31246
145	37329
146	12362
147	12403
148	28858
149	30456
150	22580
151	22793
152	21205
153	20418
154	35519
155	25972
156	21453
157	26144
158	12418
159	12387
160	22266
161	23450
162	12506
163	20363
164	12502
165	12525
166	20844
167	38283
168	38918
169	25237
170	31295
171	36949
172	26178
173	31995
174	21015
175	38306
176	31777
177	21336
178	12365
179	12467
180	12484
181	21521
182	12400
183	12300
184	12301
185	21839
186	21512
187	12431
188	12379
189	20869
190	23481
191	32232
192	38598
193	105
194	108
195	61
196	34
197	12480
198	12471
199	12508
200	38754
201	12408
202	30452
203	104
204	102
205	119
206	20182
207	40
208	117
209	41
210	28961
211	38555
212	12456
213	30330
214	29983
215	33258
216	12527
217	12524
218	20837
219	21147
220	12457
221	67
222	83
223	86
224	24195
225	21578
226	38750
227	30906
228	35469
229	12513
230	12523
231	23626
232	27425
233	33394
234	12510
235	12474
236	36092
237	23436
238	20102
239	121
240	23433
241	20840
242	25903
243	25173
244	25147
245	36865
246	20449
247	43
248	20303
249	50
250	12509
251	25345
252	63
253	35222
254	32884
255	22238
256	36942
257	21435
258	36913
259	38291
260	20154
261	27671
262	27010
263	35201
264	35211
265	38
266	12468
267	30693
268	24230
269	35299
270	20803
271	22806
272	37096
273	26908
274	32034
275	12372
276	35239
277	12449
278	12497
279	12512
280	20849
281	21508
282	31278
283	12477
284	12515
285	12493
286	12499
287	12481
288	12455
289	12369
290	12354
291	26399
292	12423
293	84
294	73
295	120
296	45
297	22987
298	26085
299	22810
300	22269
301	22320
302	22495
303	35377
304	21487
305	20301
306	32773
307	48
308	20214
309	22522
310	12389
311	12487
312	27963
313	29305
314	35352
315	37682
316	12393
317	35370
318	25307
319	24453
320	12518
321	12470
322	23492
323	32048
324	12415
325	123
326	98
327	79
328	76
329	125
330	20491
331	21547
332	25215
333	36890
334	24500
335	22823
336	37327
337	12409
338	21442
339	12505
340	21106
341	78
342	38542
343	23652
344	23376
345	24418
346	24335
347	35251
348	20171
349	70
350	20877
351	32080
352	26524
353	26360
354	20104
355	32004
356	12511
357	31665
358	32020
359	20809
360	36637
361	21021
362	19968
363	33268
364	20316
365	25104
366	29694
367	22312
368	21462
369	24471
370	20013
371	23558
372	26469
373	31227
374	21066
375	38500
376	36984
377	25246
378	12458
379	20572
380	27490
381	25163
382	20808
383	28168
384	35215
385	118
386	38917
387	30446
388	35373
389	68
390	22475
391	36796
392	26376
393	27598
394	24179
395	22343
396	12490
397	20107
398	20309
399	30334
400	27880
401	71
402	52
403	54
404	55
405	56
406	57
407	36074
408	36969
409	19990
410	30028
411	28857
412	30331
413	26009
414	23550
415	24540
416	21033
417	12507
418	91
419	26152
420	93
421	89
422	24180
423	77
424	26126
425	38988
426	32153
427	24076
428	26395
429	21517
430	20225
431	26989
432	39640
433	65
434	22818
435	25551
436	12381
437	21516
438	24847
439	35504
440	31038
441	33391
442	12293
443	21162
444	12380
445	12402
446	23455
447	20307
448	39443
449	31169
450	25552
451	20379
452	27442
453	27083
454	31689
455	21454
456	65279
457	36939
458	21942
459	20250
460	24467
461	21729
462	37117
463	24066
464	20685
465	24120
466	21215
467	36
468	21029
469	26041
470	27861
471	38480
472	12539
473	12374
474	23458
475	27096
476	20253
477	26628
478	24517
479	36027
480	12465
481	36820
482	24460
483	21830
484	21697
485	35506
486	23653
487	27508
488	20184
489	20516
490	30058
491	21495
492	35531
493	27714
494	69
495	85
496	35937
497	21463
498	32066
499	39006
500	12397
501	36933
502	21161
503	12462
504	95
505	29366
506	24907
507	23384
508	24489
509	24310
510	28382
511	37325
512	24615
513	22243
514	12378
515	20027
516	29420
517	38477
518	26412
519	26089
520	22833
521	32097
522	53
523	36578
524	8230
525	35388
526	10
527	82
528	124
529	12382
530	31216
531	35500
532	59
533	22909
534	35430
535	106
536	25351
537	27770
538	72
539	21451
540	36948
541	30340
542	22679
543	24375
544	21322
545	35282
546	33521
547	23383
548	23567
549	25991
550	24515
551	37197
552	28310
553	20633
554	12504
555	20966
556	12366
557	20001
558	25913
559	21892
560	35
561	42
562	27530
563	33324
564	23569
565	28204
566	12498
567	20302
568	12376
569	163
570	94
571	24745
572	19976
573	22827
574	28500
575	35328
576	35486
577	27491
578	21313
579	25361
580	25126
581	12460
582	36895
583	27005
584	38263
585	44
586	27177
587	32626
588	19981
589	21046
590	66
591	21619
592	39
593	12406
594	24536
595	26082
596	26411
597	23614
598	36023
599	29289
600	19975
601	27497
602	38322
603	25298
604	21542
605	37341
606	32068
607	36012
608	20219
609	36914
610	29256
611	8594
612	35914
613	23500
614	36229
615	31354
616	65311
617	30001
618	36855
619	24785
620	20462
621	25506
622	28040
623	24030
624	30701
625	32027
626	23451
627	25391
628	20505
629	35036
630	36960
631	24942
632	24341
633	27531
634	26410
635	22995
636	38560
637	25014
638	21151
639	21916
640	187
641	173
642	126
643	122
644	33029
645	23041
646	35686
647	32076
648	24746
649	36617
650	38609
651	20986
652	24235
653	36009
654	22770
655	25764
656	24613
657	8220
658	8221
659	27396
660	35672
661	38920
662	32972
663	26223
664	24133
665	38640
666	22258
667	26262
668	32966
669	24441
670	31435
671	30003
672	31456
673	92
674	38989
675	38450
676	31572
677	22411
678	38281
679	20778
680	28193
681	25805
682	28508
683	24330
684	32032
685	26228
686	38651
687	35441
688	25512
689	34214
690	35069
691	12494
692	8206
693	12495
694	12476
695	64
696	32202
697	20670
698	175
699	38899
700	22768
701	12411
702	24111
703	81
704	30423
705	38627
706	30772
707	25613
708	34987
709	23475
710	36973
711	21360
712	21047
713	25522
714	35342
715	20108
716	27573
717	25943
718	75
719	26528
720	32218
721	31934
722	31639
723	26465
724	38914
725	20181
726	26820
727	38936
728	25276
729	26087
730	30041
731	24207
732	35413
733	12466
734	21051
735	35465
736	25216
737	34899
738	20415
739	12429
740	24184
741	20195
742	65374
743	31684
744	21306
745	36234
746	20210
747	25490
748	21332
749	33288
750	32026
751	30690
752	32763
753	35379
754	36991
755	35422
756	21363
757	35302
758	27704
759	20037
760	32118
761	24433
762	38911
763	39749
764	12407
765	25313
766	24373
767	32622
768	25563
769	36321
770	88
771	21028
772	23478
773	21307
774	24107
775	32771
776	29863
777	30097
778	32654
779	22519
780	31558
781	27841
782	24605
783	30064
784	33509
785	24178
786	24049
787	32057
788	36039
789	31574
790	23798
791	26029
792	21491
793	26580
794	36575
795	29031
796	23398
797	37109
798	27169
799	27178
800	25324
801	23563
802	21608
803	21476
804	36814
805	39000
806	30342
807	24555
808	29872
809	22659
810	31623
811	22799
812	28187
813	24863
814	24819
815	29554
816	24931
817	31080
818	20596
819	25407
820	33853
821	36766
822	32294
823	28155
824	35242
825	27604
826	36611
827	21320
828	26131
829	12404
830	21843
831	23447
832	25945
833	31185
834	28982
835	33464
836	35433
837	20581
838	24247
839	21450
840	113
841	36884
842	38738
843	36196
844	32209
845	40644
846	32094
847	24040
848	21315
849	12288
850	21311
851	32318
852	32173
853	30333
854	12534
855	26088
856	9
857	21223
858	23562
859	22996
860	21477
861	29987
862	24481
863	35696
864	20024
865	24038
866	20114
867	27726
868	31192
869	23494
870	26119
871	8212
872	22256
873	24369
874	25505
875	23637
876	27969
877	32043
878	37504
879	35088
880	40658
881	33590
882	39854
883	32025
884	27927
885	32244
886	33457
887	24190
888	26354
889	22303
890	12413
891	25277
892	23432
893	23395
894	31680
895	26053
896	26657
897	32946
898	39135
899	23459
900	32887
901	183
902	24656
903	24859
904	23554
905	35226
906	21050
907	21628
908	24112
909	31186
910	35492
911	36523
912	27161
913	20381
914	38972
915	27835
916	25244
917	31883
918	22259
919	28608
920	32210
921	37034
922	39764
923	12419
924	25259
925	38706
926	12316
927	26481
928	32930
929	37782
930	65286
931	23305
932	20313
933	36000
934	25285
935	21103
936	32302
937	31532
938	22888
939	36028
940	39166
941	39080
942	12516
943	20006
944	29575
945	23610
946	27809
947	38957
948	32330
